id	altmetric_id	authors	journal	type	doi	altmetric_score	date	1day	2day	3day	4day	5day	6day	1week	1month	3month	6month	1year	alltime	pubyear	pubmonth	males	females	unknown	propmales	propfemales	propunknown	numauthors	firstgender	firstgenderprob	lastgender	lastgenderprob	authors_format	cleaned_authors
14532873	654454	['Scott\xa0W. Lowe', 'Dow LE', 'Lowe SW']	Cell	article	10.1016/j.cell.2012.02.023	2.25	2012-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	2.25	2012	1	1	0	1	0.5	0	0.5	2	""		male	0.99	firstlast	Dow L, Scott Lowe
14540150	2383233	['Min Lu', 'Jaroslav Zak', 'Shuo Chen', 'Luis Sanchez-Pulido', 'David\xa0T. Severson', 'Jane Endicott', 'Chris\xa0P. Ponting', 'Christopher\xa0J. Schofield', 'Xin Lu', 'Lu M', 'Zak J', 'Chen S', 'Sanchez-Pulido L', 'Severson DT', 'Endicott J', 'Ponting CP', 'Schofield CJ', 'Lu X']	Cell	article	10.1016/j.cell.2014.05.006	43.85	2014-05-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	43.85	2014	5	6	2	1	0.666666666666667	0.222222222222222	0.111111111111111	9	""		female	0.52	firstlast	Min Lu, Jaroslav Zak, Shuo Chen, Luis Sanchez-Pulido, David Severson, Jane Endicott, Chris Ponting, Christopher Schofield, Xin Lu
14542021	654314	['Andrew\xa0P. Feinberg', 'Pujadas E', 'Feinberg AP', 'Elisabet Pujadas']	Cell	article	10.1016/j.cell.2012.02.045	12.85	2012-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	12.85	2012	1	1	1	0	0.5	0.5	0	2	male	0.99	female	0.98	firstlast	Andrew Feinberg, Pujadas Elisabet
14547650	240454	['Tim\xa0R. Mercer', 'Shane Neph', 'Marcel\xa0E. Dinger', 'Joanna Crawford', 'Martin\xa0A. Smith', 'Anne-Marie\xa0J. Shearwood', 'Eric Haugen', 'Cameron\xa0P. Bracken', 'Oliver Rackham', 'John\xa0A. Stamatoyannopoulos', 'Aleksandra Filipovska', 'John\xa0S. Mattick', 'Mercer TR', 'Neph S', 'Dinger ME', 'Crawford J', 'Smith MA', 'Shearwood AM', 'Haugen E', 'Bracken CP', 'Rackham O', 'Stamatoyannopoulos JA', 'Filipovska A', 'Mattick JS']	Cell	article	10.1016/j.cell.2011.06.051	33.518	2011-08-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	33.518	2011	8	9	3	0	0.75	0.25	0	12	male	0.99	male	0.99	firstlast	Tim Mercer, Shane Neph, Marcel Dinger, Joanna Crawford, Martin Smith, Anne-Marie Shearwood, Eric Haugen, Cameron Bracken, Oliver Rackham, John Stamatoyannopoulos, Aleksandra Filipovska, John Mattick
14560615	592778	['Gregg\xa0L. Semenza', 'Semenza GL']	Cell	article	10.1016/j.cell.2012.01.021	63.87	2012-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	63.87	2012	1	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Gregg Semenza
14560744	715806	['Daniel\xa0J. Needleman']	Cell	article	10.1016/j.cell.2012.03.027	13.1	2012-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	13.1	2012	1	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Daniel Needleman
14565284	10879541	['Scott, Daniel C', 'Rhee, David Y', 'Duda, David M', 'Kelsall, Ian R', 'Olszewski, Jennifer L', 'Paulo, Joao A', 'de Jong, Annemieke', 'Ovaa, Huib', 'Alpi, Arno F', 'Harper, J Wade', 'Schulman, Brenda A', 'Daniel\xa0C. Scott', 'David\xa0Y. Rhee', 'David\xa0M. Duda', 'Ian\xa0R. Kelsall', 'Jennifer\xa0L. Olszewski', 'Joao\xa0A. Paulo', 'Annemieke de\xa0Jong', 'Huib Ovaa', 'Arno\xa0F. Alpi', 'J.\xa0Wade Harper', 'Brenda\xa0A. Schulman']	Cell	article	10.1016/j.cell.2016.07.027	6.7	2016-08-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	6.7	2016	8	8	3	0	0.727272727272727	0.272727272727273	0	11	male	0.99	female	1	lastfirst	Scott Daniel, Rhee David, Duda David, Kelsall Ian, Olszewski Jennifer, Paulo Joao, deJong Annemieke, Ovaa Huib, Alpi Arno, Harper Wade, Brenda Schulman
14577507	8450037	['Nard Kubben', 'Weiqi Zhang', 'Lixia Wang', 'Ty\xa0C. Voss', 'Jiping Yang', 'Jing Qu', 'Guang-Hui Liu', 'Tom Misteli', 'Kubben, Nard', 'Zhang, Weiqi', 'Wang, Lixia', 'Voss, Ty C', 'Yang, Jiping', 'Qu, Jing', 'Liu, Guang-Hui', 'Misteli, Tom', 'Ty C. Voss']	Cell	article	10.1016/j.cell.2016.05.017	30.2	2016-06-02T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	30.2	2016	6	8	0	0	1	0	0	8	male	0.83	male	0.74	lastfirst	Nard Kubben, Weiqi Zhang, Lixia Wang, Jiping Yang, Jing Qu, Guang-Hui Liu, Tom Misteli, Ty Voss
14585343	20268336	['Chen, Yongchang', 'Yu, Juehua', 'Niu, Yuyu', 'Qin, Dongdong', 'Liu, Hailiang', 'Li, Gang', 'Hu, Yingzhou', 'Wang, Jiaojian', 'Lu, Yi', 'Kang, Yu', 'Jiang, Yong', 'Wu, Kunhua', 'Li, Siguang', 'Wei, Jingkuan', 'He, Jing', 'Wang, Junbang', 'Liu, Xiaojing', 'Luo, Yuping', 'Si, Chenyang', 'Bai, Raoxian', 'Zhang, Kunshan', 'Liu, Jie', 'Huang, Shaoyong', 'Chen, Zhenzhen', 'Wang, Shuang', 'Chen, Xiaoying', 'Bao, Xinhua', 'Zhang, Qingping', 'Li, Fuxing', 'Geng, Rui', 'Liang, Aibin', 'Shen, Dinggang', 'Jiang, Tianzi', 'Hu, Xintian', 'Ma, Yuanye', 'Ji, Weizhi', 'Sun, Yi Eve', 'Yongchang Chen', 'Juehua Yu', 'Yuyu Niu', 'Dongdong Qin', 'Hailiang Liu', 'Gang Li', 'Yingzhou Hu', 'Jiaojian Wang', 'Yi Lu', 'Yu Kang', 'Yong Jiang', 'Kunhua Wu', 'Siguang Li', 'Jingkuan Wei', 'Jing He', 'Junbang Wang', 'Xiaojing Liu', 'Yuping Luo', 'Chenyang Si', 'Raoxian Bai', 'Kunshan Zhang', 'Jie Liu', 'Shaoyong Huang', 'Zhenzhen Chen', 'Shuang Wang', 'Xiaoying Chen', 'Xinhua Bao', 'Qingping Zhang', 'Fuxing Li', 'Rui Geng', 'Aibin Liang', 'Dinggang Shen', 'Tianzi Jiang', 'Xintian Hu', 'Yuanye Ma', 'Weizhi Ji', 'Yi Eve Sun']	Cell	article	10.1016/j.cell.2017.04.035	15.8	2017-05-01T00:00:00+00:00	None	None	1.75	None	None	None	None	None	None	1	4.5	15.8	2017	5	30	7	0	0.810810810810811	0.189189189189189	0	37	male	0.62	male	0.52	firstlast	Chen Yongchang, Yu Juehua, Niu Yuyu, Qin Dongdong, Liu Hailiang, Li Gang, Hu Yingzhou, Wang Jiaojian, Lu Yi, Kang Yu, Jiang Yong, Wu Kunhua, Li Siguang, Wei Jingkuan, He Jing, Wang Junbang, Liu Xiaojing, Luo Yuping, Si Chenyang, Bai Raoxian, Zhang Kunshan, Liu Jie, Huang Shaoyong, Chen Zhenzhen, Wang Shuang, Chen Xiaoying, Bao Xinhua, Zhang Qingping, Li Fuxing, Geng Rui, Liang Aibin, Shen Dinggang, Jiang Tianzi, Hu Xintian, Ma Yuanye, Ji Weizhi, Sun Yi
14600614	3361154	['Schreiber, Stuart L', 'Bernstein, Bradley E', 'Stuart L. Schreiber', 'Bradley E. Bernstein']	Cell	article	10.1016/s0092-8674(02)01196-0	19	2017-07-04T12:06:22+00:00	None	None	None	None	None	None	None	None	None	None	3	19	2017	7	2	0	0	1	0	0	2	male	0.99	male	0.99	lastfirst	Schreiber Stuart, Bernstein Bradley
14612316	922191	['Piet Borst', 'Henri\xa0G.A.M. van\xa0Luenen', 'Carol Farris', 'Sabrina Jan', 'Paul-Andre Genest', 'Pankaj Tripathi', 'Arno Velds', 'Ron\xa0M. Kerkhoven', 'Marja Nieuwland', 'Andrew Haydock', 'Gowthaman Ramasamy', 'Saara Vainio', 'Tatjana Heidebrecht', 'Anastassis Perrakis', 'Ludo Pagie', 'Bas van\xa0Steensel', 'Peter\xa0J. Myler']	Cell	article	10.1016/j.cell.2012.07.030	5.25	2012-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	5.25	2012	1	11	5	1	0.647058823529412	0.294117647058824	0.0588235294117647	17	male	0.92	male	0.99	firstlast	Piet Borst, Henri M, Carol Farris, Sabrina Jan, Paul-Andre Genest, Pankaj Tripathi, Arno Velds, Ron Kerkhoven, Marja Nieuwland, Andrew Haydock, Gowthaman Ramasamy, Saara Vainio, Tatjana Heidebrecht, Anastassis Perrakis, Ludo Pagie, Bas van, Peter Myler
14612567	2255159	['Fantin VR', 'Abraham RT']	Cell	article	10.1016/j.cell.2013.08.040	0.5	2013-09-18T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	0.5	2013	9	0	0	2	0	0	1	2	""		""		nofirstname	Fantin V, Abraham R
14620384	13755161	['Boris Novakovic', 'Ehsan Habibi', 'Shuang-Yin Wang', 'Rob\xa0J.W. Arts', 'Robab Davar', 'Wout Megchelenbrink', 'Bowon Kim', 'Tatyana Kuznetsova', 'Matthijs Kox', 'Jelle Zwaag', 'Filomena Matarese', 'Simon\xa0J. van\xa0Heeringen', 'Eva\xa0M. Janssen-Megens', 'Nilofar Sharifi', 'Cheng Wang', 'Farid Keramati', 'Vivien Schoonenberg', 'Paul Flicek', 'Laura Clarke', 'Peter Pickkers', 'Simon Heath', 'Ivo Gut', 'Mihai\xa0G. Netea', 'Joost\xa0H.A. Martens', 'Colin Logie', 'Hendrik\xa0G. Stunnenberg', 'Novakovic, Boris', 'Habibi, Ehsan', 'Wang, Shuang-Yin', 'Arts, Rob J W', 'Davar, Robab', 'Megchelenbrink, Wout', 'Kim, Bowon', 'Kuznetsova, Tatyana', 'Kox, Matthijs', 'Zwaag, Jelle', 'Matarese, Filomena', 'van Heeringen, Simon J', 'Janssen-Megens, Eva M', 'Sharifi, Nilofar', 'Wang, Cheng', 'Keramati, Farid', 'Schoonenberg, Vivien', 'Flicek, Paul', 'Clarke, Laura', 'Pickkers, Peter', 'Heath, Simon', 'Gut, Ivo', 'Netea, Mihai G', 'Martens, Joost H A', 'Logie, Colin', 'Stunnenberg, Hendrik G', 'Rob J.W. Arts', 'Simon J. van Heeringen', 'Eva M. Janssen-Megens', 'Mihai G. Netea', 'Joost H.A. Martens', 'Hendrik G. Stunnenberg']	Cell	article	10.1016/j.cell.2016.09.034	54.78	2016-11-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	54.78	2016	11	18	8	0	0.692307692307692	0.307692307692308	0	26	male	0.99	male	0.99	firstlast	Boris Novakovic, Ehsan Habibi, Shuang-Yin Wang, Robab Davar, Wout Megchelenbrink, Bowon Kim, Tatyana Kuznetsova, Matthijs Kox, Jelle Zwaag, Filomena Matarese, Nilofar Sharifi, Cheng Wang, Farid Keramati, Vivien Schoonenberg, Paul Flicek, Laura Clarke, Peter Pickkers, Simon Heath, Ivo Gut, Colin Logie, Rob Arts, Simon van, Eva Janssen-Megens, Mihai Netea, Joost Martens, Hendrik Stunnenberg
14624588	39344275	['Liu, Zhongmin', 'Wang, Jia', 'Cheng, Hang', 'Ke, Xin', 'Sun, Lei', 'Zhang, Qiangfeng Cliff', 'Wang, Hong-Wei', 'Zhongmin Liu', 'Jia Wang', 'Hang Cheng', 'Xin Ke', 'Lei Sun', 'Qiangfeng Cliff Zhang', 'Hong-Wei Wang']	Cell	article	10.1016/j.cell.2018.03.080	21.55	2018-04-01T00:00:00+00:00	None	None	21.55	None	None	None	None	None	2.25	21.55	21.55	21.55	2018	4	7	0	0	1	0	0	7	male	0.56	male	0.64	firstlast	Liu Zhongmin, Wang Jia, Cheng Hang, Ke Xin, Sun Lei, Zhang Qiangfeng, Wang Hong-Wei
14638846	3391758	['Alphey, L', 'Jimenez, J', 'White-Cooper, H', 'Dawson, I', 'Nurse, P', 'Glover, D M', 'Luke Alphey', 'Juan Jimenez', 'Helen White-Cooper', 'Iain Dawson', 'Paul Nurse', 'David M. Glover']	Cell	article	10.1016/0092-8674(92)90616-k	3	2016-02-10T03:20:19+00:00	None	None	None	None	None	None	None	None	None	None	None	3	2016	2	5	1	0	0.833333333333333	0.166666666666667	0	6	male	0.99	male	0.99	lastfirst	Alphey Luke, Jimenez Juan, White-Cooper Helen, Dawson Iain, Nurse Paul, Glover David
14651675	4629940	['Aakre, Christopher D', 'Herrou, Julien', 'Phung, Tuyen N', 'Perchuk, Barrett S', 'Crosson, Sean', 'Laub, Michael T', 'Christopher\xa0D. Aakre', 'Julien Herrou', 'Tuyen\xa0N. Phung', 'Barrett\xa0S. Perchuk', 'Sean Crosson', 'Michael\xa0T. Laub']	Cell	article	10.1016/j.cell.2015.09.055	22.2	2015-10-20T22:00:52+00:00	None	None	None	None	None	None	None	None	None	None	None	22.2	2015	10	5	1	0	0.833333333333333	0.166666666666667	0	6	male	0.99	male	0.99	lastfirst	Aakre Christopher, Herrou Julien, Phung Tuyen, Perchuk Barrett, Crosson Sean, Laub Michael
14652317	997194	['Pico Caroni']	Cell	article	10.1016/j.cell.2012.09.030	2.5	2012-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	2.5	2012	1	1	0	0	1	0	0	1	male	0.89	male	0.89	firstlast	Pico Caroni
14652381	826414	['Joan Massagué', 'Acharyya S', 'Oskarsson T', 'Vanharanta S', 'Malladi S', 'Kim J', 'Morris PG', 'Manova-Todorova K', 'Leversha M', 'Hogg N', 'Seshan VE', 'Norton L', 'Brogi E', 'Massagué J', 'Swarnali Acharyya', 'Thordur Oskarsson', 'Sakari Vanharanta', 'Srinivas Malladi', 'Juliet Kim', 'Patrick\xa0G. Morris', 'Katia Manova-Todorova', 'Margaret Leversha', 'Nancy Hogg', 'Venkatraman\xa0E. Seshan', 'Larry Norton', 'Edi Brogi', 'Patrick G. Morris', 'Venkatraman E. Seshan']	Cell	article	10.1016/j.cell.2012.04.042	14.8	2012-01-01T00:00:00+00:00	None	None	3	None	None	None	None	None	None	None	3.25	14.8	2012	1	9	2	4	0.6	0.133333333333333	0.266666666666667	15	""		male	1	firstlast	Malladi S, Vanharanta Seshan, Joan Massagué, Acharyya Swarnali, Oskarsson Thordur, Sakari Vanharanta, nivas Malladi, Kim Juliet, Manova-Todorova Katia, Leversha Margaret, Hogg Nancy, Norton Larry, Brogi Edi, Morris Patrick, Venkatraman Seshan
14658951	4259441	['Narula, Jatin', 'Kuchina, Anna', 'Lee, Dong-Yeon D', 'Fujita, Masaya', 'Süel, Gürol M', 'Igoshin, Oleg A', 'Jatin Narula', 'Anna Kuchina', 'Dong-yeon D. Lee', 'Masaya Fujita', 'Gürol\xa0M. Süel', 'Oleg\xa0A. Igoshin']	Cell	article	10.1016/j.cell.2015.06.012	24.5	2015-07-15T22:05:26+00:00	None	None	None	None	None	None	None	None	None	None	None	24.5	2015	7	6	1	0	0.857142857142857	0.142857142857143	0	7	male	0.92	male	1	lastfirst	Lee Dong-Yeon, Narula Jatin, Kuchina Anna, Dong-yeon Lee, Fujita Masaya, Süel Gürol, Igoshin Oleg
14659502	1602475	['Igor Ulitsky', 'David\xa0P. Bartel']	Cell	article	10.1016/j.cell.2013.06.020	15.5	2013-01-01T00:00:00+00:00	None	None	0.25	None	None	None	None	None	None	0.25	3.25	15.5	2013	1	2	0	0	1	0	0	2	male	0.99	male	0.99	firstlast	Igor Ulitsky, David Bartel
14661977	1240769	['Amanda\xa0G. Fisher']	Cell	article	10.1016/j.cell.2013.01.012	4.5	2013-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	4.5	2013	1	0	1	0	0	1	0	1	female	0.98	female	0.98	firstlast	Amanda Fisher
14663332	3957475	['Holger Heyn', 'Manel Esteller', 'Heyn, Holger', 'Esteller, Manel']	Cell	article	10.1016/j.cell.2015.04.021	168.316	2015-04-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	1	168.316	2015	4	2	0	0	1	0	0	2	male	0.99	male	0.61	firstlast	Holger Heyn, Manel Esteller
14668143	29026976	['Spangler, Skylar', 'Bruchas, Michael R.', 'Skylar Spangler', 'Michael R. Bruchas']	Cell	article	10.1016/j.cell.2017.10.046	8.05	2017-11-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	8.05	8.05	2017	11	1	1	0	0.5	0.5	0	2	female	0.6	male	0.99	lastfirst	Spangler Skylar, Bruchas Michael
14676236	3975938	['Behrmann, Elmar', 'Loerke, Justus', 'Budkevich, Tatyana V', 'Yamamoto, Kaori', 'Schmidt, Andrea', 'Penczek, Pawel A', 'Vos, Matthijn R', 'Bürger, Jörg', 'Mielke, Thorsten', 'Scheerer, Patrick', 'Spahn, Christian M T', 'Elmar Behrmann', 'Justus Loerke', 'Tatyana\xa0V. Budkevich', 'Kaori Yamamoto', 'Andrea Schmidt', 'Pawel\xa0A. Penczek', 'Matthijn\xa0R. Vos', 'Jörg Bürger', 'Thorsten Mielke', 'Patrick Scheerer', 'Christian\xa0M.T. Spahn']	Cell	article	10.1016/j.cell.2015.03.052	12.76	2015-07-05T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	12.76	2015	7	9	2	0	0.818181818181818	0.181818181818182	0	11	male	0.98	male	0.99	lastfirst	Behrmann Elmar, Loerke Justus, Budkevich Tatyana, Yamamoto Kaori, Schmidt Andrea, Penczek Pawel, Vos Matthijn, Bürger Jörg, Mielke Thorsten, Scheerer Patrick, Spahn Christian
14686423	205029	['Rebecca Alvania']	Cell	article	10.1016/j.cell.2011.07.017	4.25	2011-08-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	4.25	2011	8	0	1	0	0	1	0	1	female	0.98	female	0.98	firstlast	Rebecca Alvania
14690944	608218	['Michael\xa0R. Stratton', 'Murchison EP', 'Schulz-Trieglaff OB', 'Ning Z', 'Alexandrov LB', 'Bauer MJ', 'Fu B', 'Hims M', 'Ding Z', 'Ivakhno S', 'Stewart C', 'Ng BL', 'Wong W', 'Aken B', 'White S', 'Alsop A', 'Becq J', 'Bignell GR', 'Cheetham RK', 'Cheng W', 'Connor TR', 'Cox AJ', 'Feng ZP', 'Gu Y', 'Grocock RJ', 'Harris SR', 'Khrebtukova I', 'Kingsbury Z', 'Kowarsky M', 'Kreiss A', 'Luo S', 'Marshall J', 'McBride DJ', 'Murray L', 'Pearse AM', 'Raine K', 'Rasolonjatovo I', 'Shaw R', 'Tedder P', 'Tregidgo C', 'Vilella AJ', 'Wedge DC', 'Woods GM', 'Gormley N', 'Humphray S', 'Schroth G', 'Smith G', 'Hall K', 'Searle SM', 'Carter NP', 'Papenfuss AT', 'Futreal PA', 'Campbell PJ', 'Yang F', 'Bentley DR', 'Evers DJ', 'Stratton MR', 'Elizabeth\xa0P. Murchison', 'Ole\xa0B. Schulz-Trieglaff', 'Zemin Ning', 'Ludmil\xa0B. Alexandrov', 'Markus\xa0J. Bauer', 'Beiyuan Fu', 'Matthew Hims', 'Zhihao Ding', 'Sergii Ivakhno', 'Caitlin Stewart', 'Bee\xa0Ling Ng', 'Wendy Wong', 'Bronwen Aken', 'Simon White', 'Amber Alsop', 'Jennifer Becq', 'Graham\xa0R. Bignell', 'R.\xa0Keira Cheetham', 'William Cheng', 'Thomas\xa0R. Connor', 'Anthony\xa0J. Cox', 'Zhi-Ping Feng', 'Yong Gu', 'Russell\xa0J. Grocock', 'Simon\xa0R. Harris', 'Irina Khrebtukova', 'Zoya Kingsbury', 'Mark Kowarsky', 'Alexandre Kreiss', 'Shujun Luo', 'John Marshall', 'David\xa0J. McBride', 'Lisa Murray', 'Anne-Maree Pearse', 'Keiran Raine', 'Isabelle Rasolonjatovo', 'Richard Shaw', 'Philip Tedder', 'Carolyn Tregidgo', 'Albert\xa0J. Vilella', 'David\xa0C. Wedge', 'Gregory\xa0M. Woods', 'Niall Gormley', 'Sean Humphray', 'Gary Schroth', 'Geoffrey Smith', 'Kevin Hall', 'Stephen\xa0M.J. Searle', 'Nigel\xa0P. Carter', 'Anthony\xa0T. Papenfuss', 'P.\xa0Andrew Futreal', 'Peter\xa0J. Campbell', 'Fengtang Yang', 'David\xa0R. Bentley', 'Dirk\xa0J. Evers']	Cell	article	10.1016/j.cell.2011.11.065	101.502	2012-01-01T00:00:00+00:00	None	None	1	None	None	None	None	None	None	None	2	101.502	2012	1	44	7	6	0.771929824561403	0.12280701754386	0.105263157894737	57	male	0.99	""		firstlast	Connor Tregidgo, Michael Stratton, Murchison Elizabeth, Schulz-Trieglaff Ole, Ning Zemin, Alexandrov Ludmil, Bauer Markus, Fu Beiyuan, Hims Matthew, Ding Zhihao, Ivakhno Sergii, Stewart Caitlin, Ng Bee, Wong Wendy, Aken Bronwen, White Simon, Alsop Amber, Becq Jennifer, Bignell Graham, Cheetham R, William Cheng, Thomas Connor, Anthony Cox, Feng Zhi-Ping, Gu Yong, Grocock Russell, Harris Simon, Khrebtukova Irina, Kingsbury Zoya, Kowarsky Mark, Alexandre Kreiss, Luo Shujun, Marshall John, McBride David, Murray Lisa, Anne-Maree Pearse, Raine Keiran, Rasolonjatovo Isabelle, Shaw Richard, Tedder Philip, Carolyn Tregidgo, Albert Vilella, Wedge David, Woods Gregory, Gormley Niall, Humphray Sean, Schroth Gary, Smith Geoffrey, Hall Kevin, Searle Stephen, Carter Nigel, Anthony Papenfuss, Futreal P, Campbell Peter, Yang Fengtang, Bentley David, Evers Dirk
14692643	1186150	['Roberto Mantovani', 'Marco Nardini', 'Nerina Gnesutta', 'Giacomo Donati', 'Raffaella Gatta', 'Claudia Forni', 'Andrea Fossati', 'Clemens Vonrhein', 'Dino Moras', 'Christophe Romier', 'Martino Bolognesi']	Cell	article	10.1016/j.cell.2012.11.047	13	2013-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	13	2013	1	8	3	0	0.727272727272727	0.272727272727273	0	11	male	0.99	male	0.98	firstlast	Roberto Mantovani, Marco Nardini, Nerina Gnesutta, Giacomo Donati, Raffaella Gatta, Claudia Forni, Andrea Fossati, Clemens Vonrhein, Dino Moras, Christophe Romier, Martino Bolognesi
14692995	29689040	['Rennekamp, Andrew J.', 'Andrew J. Rennekamp']	Cell	article	10.1016/j.cell.2017.11.029	8.45	2017-11-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	8.45	8.45	2017	11	1	0	0	1	0	0	1	male	0.99	male	0.99	lastfirst	Rennekamp Andrew
14697985	3235453	['DeChiara, T M', 'Bowen, D C', 'Valenzuela, D M', 'Simmons, M V', 'Poueymirou, W T', 'Thomas, S', 'Kinetz, E', 'Compton, D L', 'Rojas, E', 'Park, J S', 'Smith, C', 'DiStefano, P S', 'Glass, D J', 'Burden, S J', 'Yancopoulos, G D', 'Thomas M DeChiara', 'David C Bowen', 'David M Valenzuela', 'Mary V Simmons', 'William T Poueymirou', 'Susan Thomas', 'Erika Kinetz', 'Debra L Compton', 'Eduardo Rojas', 'John S Park', 'Cynthia Smith', 'Peter S DiStefano', 'David J Glass', 'Steven J Burden', 'George D Yancopoulos']	Cell	article	10.1016/s0092-8674(00)81251-9	9	2017-07-03T13:52:55+00:00	None	None	None	None	None	None	None	None	None	None	None	9	2017	7	10	5	0	0.666666666666667	0.333333333333333	0	15	male	0.99	male	0.98	lastfirst	DeChiara Thomas, Bowen David, Valenzuela David, Simmons Mary, Poueymirou William, Thomas Susan, Kinetz Erika, Compton Debra, Rojas Eduardo, Park John, Smith Cynthia, DiStefano Peter, Glass David, Burden Steven, Yancopoulos George
14703487	604208	['Kadowaki T', 'Ueki K', 'Yamauchi T', 'Kubota N', 'Takashi Kadowaki', 'Kohjiro Ueki', 'Toshimasa Yamauchi', 'Naoto Kubota']	Cell	article	10.1016/j.cell.2012.01.034	3.5	2012-02-08T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	3.5	2012	2	1	0	3	0.25	0	0.75	4	male	0.99	""		unknown	Kadowaki Takashi, Ueki Kohjiro, Yamauchi Toshimasa, Kubota Naoto
14705645	1271460	['Steven\xa0Andrew Baker', 'Lin Chen', 'Angela\xa0Dawn Wilkins', 'Peng Yu', 'Olivier Lichtarge', 'Huda\xa0Yahya Zoghbi']	Cell	article	10.1016/j.cell.2013.01.038	4.6	2013-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	4.6	2013	1	3	3	0	0.5	0.5	0	6	male	0.99	female	0.9	firstlast	Steven Andrew, Lin Chen, Angela Dawn, Peng Yu, Olivier Lichtarge, Huda Yahya
14709526	12184753	['Petropoulos, Sophie', 'Edsgärd, Daniel', 'Reinius, Björn', 'Deng, Qiaolin', 'Panula, Sarita Pauliina', 'Codeluppi, Simone', 'Reyes, Alvaro Plaza', 'Linnarsson, Sten', 'Sandberg, Rickard', 'Lanner, Fredrik']	Cell	article	10.1016/j.cell.2016.08.009	10.5	2016-09-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	10.5	2016	9	7	3	0	0.7	0.3	0	10	female	0.98	male	0.99	lastfirst	Petropoulos Sophie, Edsgärd Daniel, Reinius Björn, Deng Qiaolin, Panula Sarita, Codeluppi Simone, Reyes Alvaro, Linnarsson Sten, Sandberg Rickard, Lanner Fredrik
14709622	997193	['Harald Esterbauer', 'Teperino R', 'Amann S', 'Bayer M', 'McGee SL', 'Loipetzberger A', 'Connor T', 'Jaeger C', 'Kammerer B', 'Winter L', 'Wiche G', 'Dalgaard K', 'Selvaraj M', 'Gaster M', 'Lee-Young RS', 'Febbraio MA', 'Knauf C', 'Cani PD', 'Aberger F', 'Penninger JM', 'Pospisilik JA', 'Esterbauer H', 'Raffaele Teperino', 'Sabine Amann', 'Martina Bayer', 'Sean\xa0L. McGee', 'Andrea Loipetzberger', 'Timothy Connor', 'Carsten Jaeger', 'Bernd Kammerer', 'Lilli Winter', 'Gerhard Wiche', 'Kevin Dalgaard', 'Madhan Selvaraj', 'Michael Gaster', 'Robert\xa0S. Lee-Young', 'Mark\xa0A. Febbraio', 'Claude Knauf', 'Patrice\xa0D. Cani', 'Fritz Aberger', 'Josef\xa0M. Penninger', 'J.\xa0Andrew Pospisilik']	Cell	article	10.1016/j.cell.2012.09.021	6	2012-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	6	2012	1	18	3	1	0.818181818181818	0.136363636363636	0.0454545454545455	22	male	0.94	""		lastfirst	McGee Selvaraj, Harald Esterbauer, Teperino Raffaele, Amann Sabine, Bayer Martina, Sean McGee, Loipetzberger Andrea, Connor Timothy, Jaeger Carsten, Kammerer Bernd, Winter Lilli, Wiche Gerhard, Dalgaard Kevin, Madhan Selvaraj, Gaster Michael, Lee-Young Robert, Febbraio Mark, Knauf Claude, Cani Patrice, Aberger Fritz, Penninger Josef, Pospisilik J
14711444	18436646	['Liron Bar-Peled', 'David M. Sabatini']	Cell	article	10.1016/j.cell.2012.11.038	0.5	2012-12-07T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	0.5	2012	12	2	0	0	1	0	0	2	male	0.94	male	0.99	firstlast	Liron Bar-Peled, David Sabatini
