id	altmetric_id	authors	journal	type	doi	altmetric_score	date	pubyear	pubmonth	males	females	unknown	propmales	propfemales	propunknown	numauthors	firstgender	firstgenderprob	lastgender	lastgenderprob	authors_format	cleaned_authors																																																																																								
4297558	36093100	"['James Yarmolinsky', 'Katie Berryman', 'Ryan Langdon', 'Carolina Bonilla', 'the PRACTICAL consortium', 'George Davey Smith', 'Richard M Martin', 'Sarah J Lewis']"	bioRxiv	article	10.1101/297721	3.95	2018-04-09T00:00:00+00:00	2018	4	5	3	0	0.625	0.375	0	8	male	0.99	female	0.98	firstlast	"James Yarmolinsky, Katie Berryman, Ryan Langdon, Carolina Bonilla, the PACTICAL, George Davey, Richard Martin, Sarah Lewis"																																																																																								
4298673	26606881	"['Yin Wang', 'Daniel Rozen']"	bioRxiv	article	10.1101/193714	1.75	2017-09-26T00:00:00+00:00	2017	9	1	1	0	0.5	0.5	0	2	female	0.66	male	0.99	firstlast	"Yin Wang, Daniel Rozen"																																																																																								
4299192	41967463	"['Jin Li', 'Su-Ping Deng', 'Jacob Vieira', 'James Thomas', 'Valerio Costa', 'Ching-San Tseng', 'Franjo Ivankovic', 'Alfredo Ciccodicola', 'Peng Yu']"	bioRxiv	article	10.1101/326116	5.85	2018-05-18T00:00:00+00:00	2018	5	8	1	0	0.888888889	0.111111111	0	9	male	0.7	male	0.84	firstlast	"Jin Li, Su-Ping Deng, Jacob Vieira, James Thomas, Valerio Costa, Ching-San Tseng, Franjo Ivankovic, Alfredo Ciccodicola, Peng Yu"																																																																																								
4300274	17389637	['Justin Y Ang']	bioRxiv	article	10.1101/116160	2.75	2017-03-15T00:00:00+00:00	2017	3	1	0	0	1	0	0	1	male	0.98	male	0.98	firstlast	Justin Ang																																																																																								
4301242	33305949	"['Jae Hoon Peter Lee', 'Namit Sharma', 'Stephanie Young', 'Violeta Chitu', 'Mark Henkelman', 'Volker Neumeister', 'Elisabeth Sohr', 'E Richard Stanley', 'Christian M Hedrich', 'Andrew Craig']"	bioRxiv	article	10.1101/259275	3.7	2018-02-16T00:00:00+00:00	2018	2	7	1	2	0.7	0.1	0.2	10	male	0.95			lastfirst	"Jae Hoon, Namit Sharma, Stephanie Young, Violeta Chitu, Mark Henkelman, Volker Neumeister, Elisabeth Sohr, E Richard, Christian Hedrich, Andrew Craig"																																																																																								
4302126	10160821	"['Prasad Patil', 'Roger D. Peng', 'Jeffrey Leek']"	bioRxiv	article	10.1101/066803	341.454	2016-07-29T00:00:00+00:00	2016	7	3	0	0	1	0	0	3	male	0.99	male	0.99	firstlast	"Prasad Patil, Roger Peng, Jeffrey Leek"																																																																																								
4302132	34907516	"['Marjorie Leduc', 'Emilie-Fleur Gautier', 'Anissa Guillemin', 'Cédric Broussard', 'Virginie Salnot', 'Catherine Lacombe', 'Olivier Gandrillon', 'François Guillonneau', 'Patrick Mayeux']"	bioRxiv	article	10.1101/289728	8.434	2018-03-27T00:00:00+00:00	2018	3	4	5	0	0.444444444	0.555555556	0	9	female	0.98	male	0.99	firstlast	"Marjorie Leduc, Emilie-Fleur Gautier, Anissa Guillemin, Cédric Broussard, Virginie Salnot, Catherine Lacombe, Olivier Gandrillon, François Guillonneau, Patrick Mayeux"																																																																																								
4302336	43711622	"['Timothy H Webster', 'Madeline Couse', 'Bruno M Grande', 'Eric Karlins', 'Tanya Phung', 'Phillip A Richmond', 'Whitney Whitford', 'Melissa A Wilson Sayres']"	bioRxiv	article	10.1101/346940	21.05	2018-06-14T00:00:00+00:00	2018	6	4	4	0	0.5	0.5	0	8	male	0.99	female	0.99	firstlast	"Timothy Webster, Madeline Couse, Bruno Grande, Eric Karlins, Tanya Phung, Phillip Richmond, Whitney Whitford, Melissa Wilson"																																																																																								
4302534	28921699	"['Geon Kim', 'SangYun Lee', 'Seungwoo Shin', 'YongKeun Park']"	bioRxiv	article	10.1101/219378	10.284	2017-11-14T00:00:00+00:00	2017	11	4	0	0	1	0	0	4	male	0.94	male	1	firstlast	"Geon Kim, SangYun Lee, Seungwoo Shin, YongKeun Park"																																																																																								
4302547	9828636	"['Valentin Wucher', 'Fabrice Legeai', 'Benoit Hedan', 'Guillaume Rizk', 'Laetitia Lagoutte', 'Tosso Leeb', 'Vidhya Jagannathan', 'Edouard Cadieu', 'Audrey David', 'Hannes Lohi', 'Susanna Cirera', 'Merete Fredholm', 'Nadine Botherel', 'Peter Leegwater', 'Celine Le Beguec', 'Hille Fieten', 'Cecilia Johansson', 'Jeremy Johnsson', 'Jessica Alifoldi', 'Catherine Andre', 'Kerstin Lindblad-Toh', 'Christophe Hitte', 'Thomas Derrien']"	bioRxiv	article	10.1101/064436	3	2016-07-18T00:00:00+00:00	2016	7	10	13	0	0.434782609	0.565217391	0	23	male	0.99	male	0.99	firstlast	"Valentin Wucher, Fabrice Legeai, Benoit Hedan, Guillaume Rizk, Laetitia Lagoutte, Tosso Leeb, Vidhya Jagannathan, Edouard Cadieu, Audrey David, Hannes Lohi, Susanna Cirera, Merete Fredholm, Nadine Botherel, Peter Leegwater, Celine Le, Hille Fieten, Cecilia Johansson, Jeremy Johnsson, Jessica Alifoldi, Catherine Andre, Kerstin Lindblad-Toh, Christophe Hitte, Thomas Derrien"																																																																																								
4305209	3444023	"['Eugenio Urdapilleta', 'Francesca Troiani', 'Federico Stella', 'Alessandro Treves']"	bioRxiv	article	10.1101/015057	21.2	2015-02-09T00:00:00+00:00	2015	2	3	1	0	0.75	0.25	0	4	male	0.99	male	0.99	firstlast	"Eugenio Urdapilleta, Francesca Troiani, Federico Stella, Alessandro Treves"																																																																																								
4306957	41818152	"['Jun Ma', 'Yujia Zhai', 'Ming Chen', 'Kai Zhang', 'Quan Chen', 'Xiaoyun Pang', 'Fei Sun']"	bioRxiv	article	10.1101/324616	1	2018-05-17T00:00:00+00:00	2018	5	5	1	1	0.714285714	0.142857143	0.142857143	7	male	0.9	male	0.54	firstlast	"Jun Ma, Yujia Zhai, Ming Chen, Kai Zhang, Quan Chen, Xiaoyun Pang, Fei Sun"																																																																																								
4306985	14417340	"['Bong-Gyoon Han', 'Zoe L Watson', 'Jamie H D Cate', 'Robert M Glaeser']"	bioRxiv	article	10.1101/091355	13.35	2016-12-03T00:00:00+00:00	2016	12	2	2	0	0.5	0.5	0	4	male	0.88	male	0.99	firstlast	"Bong-Gyoon Han, Zoe Watson, Jamie Cate, Robert Glaeser"																																																																																								
4308161	43291441	"['Fang-Cheng Yeh', 'Sandip Panesar', 'Jessica Barrios', 'David Fernandes', 'Kumar Abhinav', 'Antonio Meola', 'Juan C Fernandez-Miranda']"	bioRxiv	article	10.1101/338624	3	2018-06-04T00:00:00+00:00	2018	6	6	1	0	0.857142857	0.142857143	0	7	male	0.74	male	0.98	firstlast	"Fang-Cheng Yeh, Sandip Panesar, Jessica Barrios, David Fernandes, Kumar Abhinav, Antonio Meola, Juan Fernandez-Miranda"																																																																																								
4308429	43397806	"['Takehiro S. Tottori', 'Masashi Fujii', 'Shinya Kuroda']"	bioRxiv	article	10.1101/340414	2	2018-06-06T00:00:00+00:00	2018	6	3	0	0	1	0	0	3	male	1	male	0.98	firstlast	"Takehiro Tottori, Masashi Fujii, Shinya Kuroda"																																																																																								
4308523	9561713	"['Lu Qiao', 'Yajun Yang', 'Pengcheng Fu', 'Sile Hu', 'Hang Zhou', 'Jingze Tan', 'Yan Lu', 'Haiyi Lou', 'Dongsheng Lu', 'Sijie Wu', 'Jing Guo', 'Shouneng Peng', 'Li Jin', 'Yaqun Guan', 'Sijia Wang', 'Shuhua Xu', 'Kun Tang']"	bioRxiv	article	10.1101/062950	11.564	2016-07-10T00:00:00+00:00	2016	7	13	4	0	0.764705882	0.235294118	0	17	female	0.59	male	0.62	lastfirst	"Lu Qiao, Yajun Yang, Pengcheng Fu, Sile Hu, Hang Zhou, Jingze Tan, Yan Lu, Haiyi Lou, Dongsheng Lu, Sijie Wu, Jing Guo, Shouneng Peng, Li Jin, Yaqun Guan, Sijia Wang, Shuhua Xu, Kun Tang"																																																																																								
4309518	26921905	"['Nara Yoon', 'Robert Vander Velde', 'Andriy Marusyk', 'Jacob Scott']"	bioRxiv	article	10.1101/196824	45.332	2017-10-02T00:00:00+00:00	2017	10	3	1	0	0.75	0.25	0	4	female	0.87	male	0.99	firstlast	"Nara Yoon, Robert Vander, Andriy Marusyk, Jacob Scott"																																																																																								
4309617	34441886	"['Jingshu Xu', 'Stafano Patassini', 'Nitin Rustogi', 'Isabel Riba-Garcia', 'Benjamin D Hale', 'Alexander M Phillips', 'Henry Waldvogel', 'Robert Haines', 'Phil Bradbury', 'Adam Stevens', 'Richard LM Faull', 'Andrew W Dowsey', 'Garth JS Cooper', 'Richard Unwin']"	bioRxiv	article	10.1101/283705	10.3	2018-03-17T00:00:00+00:00	2018	3	12	1	1	0.857142857	0.071428571	0.071428571	14	male	0.66	male	0.99	firstlast	"Jingshu Xu, Stafano Patassini, Nitin Rustogi, Isabel Riba-Garcia, Benjamin Hale, Alexander Phillips, Henry Waldvogel, Robert Haines, Phil Bradbury, Adam Stevens, Richard Faull, Andrew Dowsey, Garth Cooper, Richard Unwin"																																																																																								
4310096	42524941	"['Aspen H Yoo', 'Zuzanna Klyszejko', 'Clayton E. Curtis', 'Wei Ji Ma']"	bioRxiv	article	10.1101/329870	14.1	2018-05-24T00:00:00+00:00	2018	5	3	1	0	0.75	0.25	0	4	male	0.64	male	0.72	firstlast	"Aspen Yoo, Zuzanna Klyszejko, Clayton Curtis, Wei Ji"																																																																																								
4310153	31510203	"['Lauren S Mogil', 'Angela Andaleon', 'Alexa Badalamenti', 'Scott P Dickinson', 'Xiuqing Guo', 'Jerome I Rotter', 'W. Craig Johnson', 'Hae Kyung Im', 'Yongmei Liu', 'Heather E Wheeler']"	bioRxiv	article	10.1101/245761	19.8	2018-01-10T00:00:00+00:00	2018	1	2	7	1	0.2	0.7	0.1	10	female	0.9			firstlast	"Lauren Mogil, Angela Andaleon, Alexa Badalamenti, Scott Dickinson, Xiuqing Guo, Jerome Rotter, W Craig, Hae Kyung, Yongmei Liu, Heather Wheeler"																																																																																								
4310994	3055141	"['Irene Miriam Kaplow', 'Julia L MacIsaac', 'Sarah M Mah', 'Lisa M McEwen', 'Michael S Kobor', 'Hunter B Fraser']"	bioRxiv	article	10.1101/013649	15.498	2015-01-10T00:00:00+00:00	2015	1	2	4	0	0.333333333	0.666666667	0	6	female	0.99	male	0.96	firstlast	"Irene Miriam, Julia MacIsaac, Sarah Mah, Lisa McEwen, Michael Kobor, Hunter Fraser"																																																																																								
4312000	7540275	"['Wang Jin', 'Catherine Penington', 'Scott McCue', 'Matthew Simpson']"	bioRxiv	article	10.1101/052969	5.05	2016-05-16T00:00:00+00:00	2016	5	3	1	0	0.75	0.25	0	4	male	0.7	male	1	firstlast	"Wang Jin, Catherine Penington, Scott McCue, Matthew Simpson"																																																																																								
4312220	32542005	"['Carolin Sachgau', 'William Chung', 'Michael Barnett-Cowan']"	bioRxiv	article	10.1101/258590	2.75	2018-02-01T00:00:00+00:00	2018	2	2	1	0	0.666666667	0.333333333	0	3	female	0.96	male	0.99	firstlast	"Carolin Sachgau, William Chung, Michael Barnett-Cowan"																																																																																								
4312823	29077119	"['Arnaud Meng', 'Camille Marchet', 'Erwan Corre', 'Pierre Peterlongo', 'Adriana Alberti', 'Corinne Da Silva', 'Patrick Wincker', 'Eric Pelletier', 'Ian Probert', 'Johan Decelle', 'Stephane Le Crom', 'Fabrice Not', 'Lucie Bittner']"	bioRxiv	article	10.1101/221424	9	2017-11-17T00:00:00+00:00	2017	11	9	4	0	0.692307692	0.307692308	0	13	male	0.99	female	0.99	firstlast	"Arnaud Meng, Camille Marchet, Erwan Corre, Pierre Peterlongo, Adriana Alberti, Corinne Da, Patrick Wincker, Eric Pelletier, Ian Probert, Johan Decelle, Stephane Le, Fabrice Not, Lucie Bittner"																																																																																								
4313920	21068330	"['Stephanie J. Migchelsen', 'Nuno Sepulveda', 'Diana Martin', 'Gretchen Cooley', 'Sarah Gwyn', 'Harry Pickering', 'Hassan Joof', 'Pateh Makalo', 'Robin Bailey', 'Sarah E. Burr', 'David C. W. Mabey', 'Anthony W. Solomon', 'Chrissy h. Roberts']"	bioRxiv	article	10.1101/149237	2	2017-06-14T00:00:00+00:00	2017	6	7	6	0	0.538461538	0.461538462	0	13	female	0.98	female	0.86	firstlast	"Stephanie Migchelsen, Nuno Sepulveda, Diana Martin, Gretchen Cooley, Sarah Gwyn, Harry Pickering, Hassan Joof, Pateh Makalo, Robin Bailey, Sarah Burr, David Mabey, Anthony Solomon, Chrissy h"																																																																																								
4314171	16281049	"['Lukasz Kreft', 'Alexander Botzki', 'Frederik Coppens', 'Klaas Vandepoele', 'Michiel Van Bel']"	bioRxiv	article	10.1101/107276	22.1	2017-02-09T00:00:00+00:00	2017	2	5	0	0	1	0	0	5	male	0.99	male	0.99	firstlast	"Lukasz Kreft, Alexander Botzki, Frederik Coppens, Klaas Vandepoele, Michiel Van"																																																																																								
4315147	2988875	"['Noah Ribeck', 'Richard E. Lenski']"	bioRxiv	article	10.1101/012807	19.124	2014-12-16T00:00:00+00:00	2014	12	2	0	0	1	0	0	2	male	0.88	male	0.99	firstlast	"Noah Ribeck, Richard Lenski"																																																																																								
4315181	43325676	"['Taylor E.T. Hughes', 'Ruth A. Pumroy', 'Edwin C. Fluck', 'Kevin W. Huynh', 'Amrita Samanta', 'Sudheer Molugu', 'Z. Hong Zhou', 'Vera Y. Moiseenkova-Bell']"	bioRxiv	article	10.1101/338798	21.35	2018-06-05T00:00:00+00:00	2018	6	4	3	1	0.5	0.375	0.125	8	male	0.97			firstlast	"Taylor Hughes, Ruth Pumroy, Edwin Fluck, Kevin Huynh, Amrita Samanta, Sudheer Molugu, Z Hong, Vera Moiseenkova-Bell"																																																																																								
4315331	12247787	"['Minho Won', 'Igor B Dawid']"	bioRxiv	article	10.1101/077883	12.534	2016-09-27T00:00:00+00:00	2016	9	2	0	0	1	0	0	2	male	0.99	male	0.99	firstlast	"Minho Won, Igor Dawid"																																																																																								
4319056	20797249	"['A. Bradley Duthie', 'Greta Bocedi', 'Ryan R. Germain', 'Jane M. Reid']"	bioRxiv	article	10.1101/136093	3.75	2017-05-09T00:00:00+00:00	2017	5	1	2	1	0.25	0.5	0.25	4			female	0.97	firstlast	"A Bradley, Greta Bocedi, Ryan Germain, Jane Reid"																																																																																								
4319741	19675735	['Irina Mohorianu']	bioRxiv	article	10.1101/131862	11.446	2017-04-28T00:00:00+00:00	2017	4	0	1	0	0	1	0	1	female	0.98	female	0.98	firstlast	Irina Mohorianu																																																																																								
4319760	18605944	"['Meng-Bin Ruan', 'Yi-Ling Yang', 'Xin Guo', 'Xue Wang', 'Bin Wang', 'Xiao-Ling Yu', 'Peng Zhang', 'Ming Peng']"	bioRxiv	article	10.1101/125385	1.25	2017-04-07T00:00:00+00:00	2017	4	7	1	0	0.875	0.125	0	8	male	0.95	male	0.84	lastfirst	"Meng-Bin Ruan, Yi-Ling Yang, Xin Guo, Xue Wang, Bin Wang, Xiao-Ling Yu, Peng Zhang, Ming Peng"																																																																																								
4320316	19245191	"['Sarah Hartz', 'Mary Oehlert', 'Amy C. Horton', 'Richard Grucza', 'Sherri L. Fisher', 'Karl G. Nelson', 'Scott W. Sumerall', 'Chad Neal', 'Patrice Regnier', 'Guoqing Chen', 'Alexander Williams', 'Jagriti Bhattarai', 'Bradley Evanoff', 'Laura J. Bierut']"	bioRxiv	article	10.1101/129270	12.25	2017-04-21T00:00:00+00:00	2017	4	8	6	0	0.571428571	0.428571429	0	14	female	0.98	female	0.98	firstlast	"Sarah Hartz, Mary Oehlert, Amy Horton, Richard Grucza, Sherri Fisher, Karl Nelson, Scott Sumerall, Chad Neal, Patrice Regnier, Guoqing Chen, Alexander Williams, Jagriti Bhattarai, Bradley Evanoff, Laura Bierut"																																																																																								
4320817	42423241	"['Robert E. Marc', 'Crystal Sigulinsky', 'Rebecca L. Pfeiffer', 'Daniel Emrich', 'James Anderson', 'Bryan William Jones']"	bioRxiv	article	10.1101/328815	2.7	2018-05-23T00:00:00+00:00	2018	5	4	2	0	0.666666667	0.333333333	0	6	male	0.99	male	0.99	firstlast	"Robert Marc, Crystal Sigulinsky, Rebecca Pfeiffer, Daniel Emrich, James Anderson, Bryan William"																																																																																								
4321335	28320395	"['Philippe Guillaume', 'Sarah Picaud', 'Petra Baumgaertner', 'Nicole Montandon', 'Julien Schmidt', 'Daniel E. Speiser', 'George Coukos', 'Michal Bassani-Sternberg', 'Panagis Fillipakopoulos', 'David Gfeller']"	bioRxiv	article	10.1101/213264	3.6	2017-11-02T00:00:00+00:00	2017	11	7	3	0	0.7	0.3	0	10	male	0.99	male	0.99	firstlast	"Philippe Guillaume, Sarah Picaud, Petra Baumgaertner, Nicole Montandon, Julien Schmidt, Daniel Speiser, George Coukos, Michal Bassani-Sternberg, Panagis Fillipakopoulos, David Gfeller"																																																																																								
4322045	24059225	['D. B. Krupp']	bioRxiv	article	10.1101/178376	8.2	2017-08-18T00:00:00+00:00	2017	8	0	0	1	0	0	1	1					nofirstname	D Krupp																																																																																								
4322054	34427995	"['Rugile Stanyte', 'Johannes Nuebler', 'Claudia Blaukopf', 'Rudolf Hoefler', 'Roman Stocsits', 'Jan-Michael Peters', 'Daniel W Gerlich']"	bioRxiv	article	10.1101/283770	28.934	2018-03-16T00:00:00+00:00	2018	3	5	1	1	0.714285714	0.142857143	0.142857143	7			male	0.99	firstlast	"Rugile Stanyte, Johannes Nuebler, Claudia Blaukopf, Rudolf Hoefler, Roman Stocsits, Jan-Michael Peters, Daniel Gerlich"																																																																																								
4322241	40349348	"['Tri Thanh Pham', 'Arnaud Monnard', 'Jonne Helenius', 'Erik Lund', 'Nicole Lee', 'Daniel Mueller', 'Clemens Cabernard']"	bioRxiv	article	10.1101/311852	12.884	2018-05-01T00:00:00+00:00	2018	5	6	1	0	0.857142857	0.142857143	0	7	male	0.7	male	0.99	firstlast	"Tri Thanh, Arnaud Monnard, Jonne Helenius, Erik Lund, Nicole Lee, Daniel Mueller, Clemens Cabernard"																																																																																								
4322780	27417026	"['Donald Krieger', 'Paul Shepard', 'Ben Zusman', 'Anirban Jana', 'David O. Okonkwo']"	bioRxiv	article	10.1101/202515	1.5	2017-10-13T00:00:00+00:00	2017	10	5	0	0	1	0	0	5	male	0.98	male	0.99	firstlast	"Donald Krieger, Paul Shepard, Ben Zusman, Anirban Jana, David Okonkwo"																																																																																								
