id	altmetric_id	authors	journal	type	doi	altmetric_score	date	pubyear	pubmonth	males	females	unknown	propmales	propfemales	propunknown	numauthors	firstgender	firstgenderprob	lastgender	lastgenderprob	authors_format	cleaned_authors																																																																																								
5980590	34152472	"['Akira Mamiya', 'Pralaksha Gurung', 'John Tuthill']"	bioRxiv	article	10.1101/274498	54.95	2018-03-09T00:00:00+00:00	2018	3	2	0	1	0.666666667	0	0.333333333	3	male	0.85	male	0.99	firstlast	"Akira Mamiya, Pralaksha Gurung, John Tuthill"																																																																																								
5980740	37669969	"['Riccardo Delli Ponti', 'Alexandros Armaos', 'Stefanie Marti', 'Gian Gaetano Tartaglia']"	bioRxiv	article	10.1101/284869	12.8	2018-04-16T00:00:00+00:00	2018	4	3	1	0	0.75	0.25	0	4	male	0.99	male	0.98	firstlast	"Riccardo Delli, Alexandros Armaos, Stefanie Marti, Gian Gaetano"																																																																																								
5983768	20784059	"['Sarangam Majumdar', 'Sisir Roy']"	bioRxiv	article	10.1101/145458	2.75	2017-06-02T00:00:00+00:00	2017	6	1	0	1	0.5	0	0.5	2			male	0.98	firstlast	"Sarangam Majumdar, Sisir Roy"																																																																																								
5986263	4680703	"['Mark A Phuong', 'Gusti N Mahardika', 'Michael E Alfaro']"	bioRxiv	article	10.1101/028860	3	2015-10-27T00:00:00+00:00	2015	10	3	0	0	1	0	0	3	male	0.99	male	0.99	firstlast	"Mark Phuong, Gusti Mahardika, Michael Alfaro"																																																																																								
5986545	16207938	"['Judith Reichmann', 'Karen Dobie', 'Lisa M Lister', 'Diana Best', 'James H Crichton', 'Marie MacLennan', 'David Read', 'Eleanor S Raymond', 'Chao-Chun Hung', 'Shelagh Boyle', 'Katsuhiko Shirahige', 'Howard J Cooke', 'Wendy A Bickmore', 'Mary Herbert', 'Ian R Adams']"	bioRxiv	article	10.1101/102285	1.75	2017-02-07T00:00:00+00:00	2017	2	6	9	0	0.4	0.6	0	15	female	0.98	male	0.99	firstlast	"Judith Reichmann, Karen Dobie, Lisa Lister, Diana Best, James Crichton, Marie MacLennan, David Read, Eleanor Raymond, Chao-Chun Hung, Shelagh Boyle, Katsuhiko Shirahige, Howard Cooke, Wendy Bickmore, Mary Herbert, Ian Adams"																																																																																								
5989051	4584988	"['Rocio Teresa Martinez-Nunez', 'Doyle Coyne', 'Linnea Jansson', 'Miles Rush', 'Hanane Hanane', 'Tilman Sanchez-Elsner', 'Jeremy Sanford']"	bioRxiv	article	10.1101/028332	7.85	2015-10-03T00:00:00+00:00	2015	10	4	3	0	0.571428571	0.428571429	0	7	female	0.99	male	0.99	firstlast	"Rocio Teresa, Doyle Coyne, Linnea Jansson, Miles Rush, Hanane Hanane, Tilman Sanchez-Elsner, Jeremy Sanford"																																																																																								
5989255	4337411	"['Mike Feduck', 'Philippe Henry', 'Richard Winder', 'David Dunn', 'René I Alfaro', 'Lara vanAkker', 'Brad Hawkes']"	bioRxiv	article	10.1101/023267	11.998	2015-07-27T00:00:00+00:00	2015	7	6	1	0	0.857142857	0.142857143	0	7	male	0.99	male	0.99	firstlast	"Mike Feduck, Philippe Henry, Richard Winder, David Dunn, René Alfaro, Lara vanAkker, Brad Hawkes"																																																																																								
5990484	23990459	"['Yabin Guo', 'Yin Zhang', 'Kaishun Hu']"	bioRxiv	article	10.1101/177584	3.85	2017-08-17T00:00:00+00:00	2017	8	2	1	0	0.666666667	0.333333333	0	3	male	0.7	male	0.71	lastfirst	"Yabin Guo, Yin Zhang, Kaishun Hu"																																																																																								
5991672	37671361	"['Wouter Boekel', 'Shulan Hsieh']"	bioRxiv	article	10.1101/301739	1	2018-04-16T00:00:00+00:00	2018	4	1	0	1	0.5	0	0.5	2	male	0.99			firstlast	"Wouter Boekel, Shulan Hsieh"																																																																																								
5992048	8287456	"['Michael A Eberle', 'Epameinondas Fritzilas', 'Peter Krusche', 'Morten Källberg', 'Benjamin L Moore', 'Mitchell A Bekritsky', 'Zamin Iqbal', 'Han-Yu Chuang', 'Sean J Humphray', 'Aaron L Halpert', 'Semyon Kruglyak', 'Elliott H Margulies', 'Gil McVean', 'David R Bentley', 'Morten Kallberg', 'Aaron L Halpern']"	bioRxiv	article	10.1101/055541	64.35	2016-05-26T00:00:00+00:00	2016	5	15	0	1	0.9375	0	0.0625	16	male	0.99	male	0.99	firstlast	"Michael Eberle, Epameinondas Fritzilas, Peter Krusche, Morten Källberg, Benjamin Moore, Mitchell Bekritsky, Zamin Iqbal, Han-Yu Chuang, Sean Humphray, Aaron Halpert, Semyon Kruglyak, Elliott Margulies, Gil McVean, David Bentley, Morten Kallberg, Aaron Halpern"																																																																																								
5992937	33892886	"['Melissa V Ramirez', 'Virginia S Lee', 'Lindsay Hamm', 'Michael E Taveirne', 'Alice M Lee']"	bioRxiv	article	10.1101/274571	7.05	2018-03-03T00:00:00+00:00	2018	3	1	4	0	0.2	0.8	0	5	female	0.99	female	0.98	firstlast	"Melissa Ramirez, Virginia Lee, Lindsay Hamm, Michael Taveirne, Alice Lee"																																																																																								
5994109	21773980	"['Weston J. Jackson', 'Ipsita Agarwal', """"Itsik Pe'er""""]"	bioRxiv	article	10.1101/161935	4.75	2017-07-11T00:00:00+00:00	2017	7	2	0	1	0.666666667	0	0.333333333	3	male	0.97	male	0.93	firstlast	"Weston Jackson, Ipsita Agarwal, Itsik Pe'er"																																																																																								
5994758	31168218	"['Jianqiang Wu', 'Jun Zhang', 'Yuanli Zhao', 'Youhe Gao']"	bioRxiv	article	10.1101/240861	2.75	2018-01-02T00:00:00+00:00	2018	1	4	0	0	1	0	0	4	male	0.71	male	0.64	lastfirst	"Jianqiang Wu, Jun Zhang, Yuanli Zhao, Youhe Gao"																																																																																								
5995329	32471750	"['Ping Zeng', 'Xinjie Hao', 'Xiang Zhou']"	bioRxiv	article	10.1101/256461	9.2	2018-01-31T00:00:00+00:00	2018	1	3	0	0	1	0	0	3	male	0.63	male	0.71	lastfirst	"Ping Zeng, Xinjie Hao, Xiang Zhou"																																																																																								
5996204	27887908	"['Lauren Scarfe', 'Arthur Taylor', 'Jack Sharkey', 'Michael Barrow', 'Joan Comenge', 'Lydia Beeken', 'Cai Astley', 'Ilaria Santeramo', 'Claire Hutchinson', 'Lorenzo Ressel', 'Jon Smythe', 'Eric Austin', 'Raphael Levy', 'Matthew J. Rosseinsky', 'Dave J. Adams', 'Harish Poptani', 'Brian K. Park', 'Patricia Murray', 'Bettina Wilm']"	bioRxiv	article	10.1101/202101	1.25	2017-10-24T00:00:00+00:00	2017	10	13	6	0	0.684210526	0.315789474	0	19	female	0.9	female	0.98	firstlast	"Lauren Scarfe, Arthur Taylor, Jack Sharkey, Michael Barrow, Joan Comenge, Lydia Beeken, Cai Astley, Ilaria Santeramo, Claire Hutchinson, Lorenzo Ressel, Jon Smythe, Eric Austin, Raphael Levy, Matthew Rosseinsky, Dave Adams, Harish Poptani, Brian Park, Patricia Murray, Bettina Wilm"																																																																																								
5996774	18022160	"['Li Lei', 'Joshua G Steffen', 'Edward J Osborne', 'Christopher Toomajian']"	bioRxiv	article	10.1101/119511	2.25	2017-03-22T00:00:00+00:00	2017	3	3	1	0	0.75	0.25	0	4	female	0.63	male	0.99	firstlast	"Li Lei, Joshua Steffen, Edward Osborne, Christopher Toomajian"																																																																																								
5998919	21383955	"['Ming Li', 'Michelle Bui', 'Ting Yang', 'Bradley White', 'Omar Akbari']"	bioRxiv	article	10.1101/156778	41.914	2017-06-27T00:00:00+00:00	2017	6	3	2	0	0.6	0.4	0	5	male	0.74	male	0.98	firstlast	"Ming Li, Michelle Bui, Ting Yang, Bradley White, Omar Akbari"																																																																																								
5999723	35140506	"['Orin J Robinson', 'Viviana Ruiz-Gutierrez', 'Daniel Fink', 'Robert J Meese', 'Marcel Holyoak', 'Evan G Cooch']"	bioRxiv	article	10.1101/293464	10.05	2018-04-02T00:00:00+00:00	2018	4	5	1	0	0.833333333	0.166666667	0	6	male	0.97	male	0.94	firstlast	"Orin Robinson, Viviana Ruiz-Gutierrez, Daniel Fink, Robert Meese, Marcel Holyoak, Evan Cooch"																																																																																								
5999845	43020240	"['Ryota Kobayashi', 'Shuhei Kurita', 'Katsunori Kitano', 'Kenji Mizuseki', 'Barry J Richmond', 'Shigeru Shinomoto']"	bioRxiv	article	10.1101/334078	2.75	2018-05-30T00:00:00+00:00	2018	5	6	0	0	1	0	0	6	male	1	male	0.99	firstlast	"Ryota Kobayashi, Shuhei Kurita, Katsunori Kitano, Kenji Mizuseki, Barry Richmond, Shigeru Shinomoto"																																																																																								
6000436	23513035	"['Mickael Silva', 'Miguel P. Machado', 'Mirko Rossi', 'Jacob Moran-Gilad', 'Sergio Santos', 'Mario Ramirez', 'Joao Andre Carrico', 'Diogo N. Silva']"	bioRxiv	article	10.1101/173146	25.05	2017-08-08T00:00:00+00:00	2017	8	8	0	0	1	0	0	8	male	0.99	male	0.99	firstlast	"Mickael Silva, Miguel Machado, Mirko Rossi, Jacob Moran-Gilad, Sergio Santos, Mario Ramirez, Joao Andre, Diogo Silva"																																																																																								
6000753	32770217	"['Jie Feng', 'Wanliang Shi', 'Judith Miklossy', 'Ying Zhang']"	bioRxiv	article	10.1101/260091	1.25	2018-02-06T00:00:00+00:00	2018	2	2	2	0	0.5	0.5	0	4	male	0.79	male	0.6	lastfirst	"Jie Feng, Wanliang Shi, Judith Miklossy, Ying Zhang"																																																																																								
6001219	43140753	"['Kristian H de Lichtenberg', 'Philip A Seymour', 'Mette C Jorgensen', 'Yung-Hae Kim', 'Anne Grapin-Botton', 'Mark Magnuson', 'Nikolina Nakic', 'Jorge Ferrer', 'Palle Serup']"	bioRxiv	article	10.1101/336305	4.4	2018-06-01T00:00:00+00:00	2018	6	5	4	0	0.555555556	0.444444444	0	9	male	0.99	male	0.98	firstlast	"Kristian deLichtenberg, Philip Seymour, Mette Jorgensen, Yung-Hae Kim, Anne Grapin-Botton, Mark Magnuson, Nikolina Nakic, Jorge Ferrer, Palle Serup"																																																																																								
6002903	14471154	"['Bahman Afsari', 'Theresa Guo', 'Michael Considine', 'Liliana Florea', 'Dylan Kelly', 'Emily Flam', 'Patrick Ha', 'Donald Geman', 'Michael F Ochs', 'Joseph A Califano', 'Daria A Gaykalova', 'Alexander V Favorov', 'Elana J Fertig', 'Dylan Kelley', 'Luciane Tsukamoto Kagohara', """"Genevieve L Stein-O'Brien"""", 'Kristina D Zambo']"	bioRxiv	article	10.1101/091637	17.65	2016-12-05T00:00:00+00:00	2016	12	9	7	0	0.5625	0.4375	0	16	male	0.98	female	0.98	firstlast	"Bahman Afsari, Theresa Guo, Michael Considine, Liliana Florea, Dylan Kelly, Emily Flam, Patrick Ha, Donald Geman, Michael Ochs, Joseph Califano, Daria Gaykalova, Alexander Favorov, Elana Fertig, Dylan Kelley, Luciane Tsukamoto, Genevieve Stein-O'Brien"																																																																																								
6002909	43088445	"['Justyna Jaskiewicz', 'Rebecca Sandlin', 'Anisa Swei', 'Giovanni Widmer', 'Mehmet Toner', 'Tzipori Saul']"	bioRxiv	article	10.1101/336040	1	2018-05-31T00:00:00+00:00	2018	5	2	3	1	0.333333333	0.5	0.166666667	6	female	0.98			firstlast	"Justyna Jaskiewicz, Rebecca Sandlin, Anisa Swei, Giovanni Widmer, Mehmet Toner, Tzipori Saul"																																																																																								
6004167	6963768	"['Arunachalam Ramaiah', 'Lei Dai', 'Deisy Contreras', 'Sanjeev Sinha', 'Ren Sun', 'Vaithilingaraja Arumugaswami']"	bioRxiv	article	10.1101/050278	5.25	2016-04-26T00:00:00+00:00	2016	4	3	1	2	0.5	0.166666667	0.333333333	6					firstlast	"Arunachalam Ramaiah, Lei Dai, Deisy Contreras, Sanjeev Sinha, Ren Sun, Vaithilingaraja Arumugaswami"																																																																																								
6005848	2428395	"['Carlo G. Artieri', 'Hunter B. Fraser']"	bioRxiv	article	10.1101/006221	19.348	2014-06-11T00:00:00+00:00	2014	6	2	0	0	1	0	0	2	male	0.99	male	0.96	firstlast	"Carlo Artieri, Hunter Fraser"																																																																																								
6006738	20382481	"['Daniel I. S. Rosenbloom', 'Alison L. Hill', 'Sarah B. Laskey', 'Robert F. Siliciano']"	bioRxiv	article	10.1101/140731	2.6	2017-05-22T00:00:00+00:00	2017	5	2	2	0	0.5	0.5	0	4	male	0.99	male	0.99	firstlast	"Daniel Rosenbloom, Alison Hill, Sarah Laskey, Robert Siliciano"																																																																																								
6007037	35146669	"['Houra Merrikh', 'Christopher N Merrikh']"	bioRxiv	article	10.1101/293571	28.95	2018-04-02T00:00:00+00:00	2018	4	1	0	1	0.5	0	0.5	2			male	0.99	firstlast	"Houra Merrikh, Christopher Merrikh"																																																																																								
6008722	21174687	"['Jia-Ren Lin', 'Benjamin Izar', 'Shaolin Mei', 'Shu Wang', 'Parin Shah', 'Peter Sorger']"	bioRxiv	article	10.1101/151738	11.284	2017-06-19T00:00:00+00:00	2017	6	3	2	1	0.5	0.333333333	0.166666667	6			male	0.99	firstlast	"Jia-Ren Lin, Benjamin Izar, Shaolin Mei, Shu Wang, Parin Shah, Peter Sorger"																																																																																								
6009419	18492966	['Robert C Edgar']	bioRxiv	article	10.1101/124149	69.2	2017-04-04T00:00:00+00:00	2017	4	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Robert Edgar																																																																																								
6009711	18851755	"['Lea Kampermann', 'Niklas Wilming', 'Arjen Alink', 'Christian Buechel', 'Selim Onat']"	bioRxiv	article	10.1101/125682	6.05	2017-04-15T00:00:00+00:00	2017	4	4	1	0	0.8	0.2	0	5	female	0.96	male	0.97	firstlast	"Lea Kampermann, Niklas Wilming, Arjen Alink, Christian Buechel, Selim Onat"																																																																																								
6010285	12493284	"['Diego Ramirez', 'Daniela A. Garcia-Soriano', 'Ana Raso', 'Mario Feingold', 'German Rivas', 'Petra Schwille']"	bioRxiv	article	10.1101/079533	9.35	2016-10-07T00:00:00+00:00	2016	10	3	3	0	0.5	0.5	0	6	male	0.99	female	0.99	firstlast	"Diego Ramirez, Daniela Garcia-Soriano, Ana Raso, Mario Feingold, German Rivas, Petra Schwille"																																																																																								
6010995	14365047	"['Eric Villiard', 'Jean-Francois Denis', 'Faranak Sadat Hashemi', 'Sebastian Igelmann', 'Gerardo Ferbeyre', 'Stephane Roy']"	bioRxiv	article	10.1101/091199	8.684	2016-12-02T00:00:00+00:00	2016	12	5	1	0	0.833333333	0.166666667	0	6	male	0.99	male	0.99	firstlast	"Eric Villiard, Jean-Francois Denis, Faranak Sadat, Sebastian Igelmann, Gerardo Ferbeyre, Stephane Roy"																																																																																								
6011836	28617657	"['Csaba Cserep', 'Balazs Posfai', 'Anett Dora Schwarcz', 'Adam Denes']"	bioRxiv	article	10.1101/216093	3.35	2017-11-08T00:00:00+00:00	2017	11	3	1	0	0.75	0.25	0	4	male	0.99	male	0.98	firstlast	"Csaba Cserep, Balazs Posfai, Anett Dora, Adam Denes"																																																																																								
6012003	34127474	"['Janna Protzak', 'Klaus Gramann']"	bioRxiv	article	10.1101/275396	6.55	2018-03-08T00:00:00+00:00	2018	3	1	1	0	0.5	0.5	0	2	female	0.97	male	0.98	firstlast	"Janna Protzak, Klaus Gramann"																																																																																								
6014158	15149811	"['Martín Eduardo Gutiérrez', 'Paula Gregorio-Godoy', 'Guillermo Pérez del Pulgar', 'Luis Enrique Muñoz', 'Sandra Sáez', 'Alfonso Rodríguez-Patón']"	bioRxiv	article	10.1101/097444	8.65	2016-12-30T00:00:00+00:00	2016	12	4	2	0	0.666666667	0.333333333	0	6	male	0.99	male	0.99	firstlast	"Martín Eduardo, Paula Gregorio-Godoy, Guillermo Pérez, Luis Enrique, Sandra Sáez, Alfonso Rodríguez-Patón"																																																																																								
6014244	23450894	"['Edward J. Mountjoy', 'Neil M. Davies', 'Denis Plotnikov', 'George Davey Smith', 'Santiago Rodriguez', 'Cathy Williams', 'Jeremy A. Guggenheim', 'Denize Atan']"	bioRxiv	article	10.1101/172247	25.15	2017-08-04T00:00:00+00:00	2017	8	6	2	0	0.75	0.25	0	8	male	0.99	female	0.87	firstlast	"Edward Mountjoy, Neil Davies, Denis Plotnikov, George Davey, Santiago Rodriguez, Cathy Williams, Jeremy Guggenheim, Denize Atan"																																																																																								
6015247	43084273	"['Max Liboiron', 'Jessica Melvin', 'Natalie Richárd', 'Jacquelyn Saturno', 'Justine Ammendolia', 'France Liboiron', 'Louis Charron', 'Charles Mather']"	bioRxiv	article	10.1101/332858	1.5	2018-05-31T00:00:00+00:00	2018	5	3	5	0	0.375	0.625	0	8	male	0.98	male	0.99	firstlast	"Max Liboiron, Jessica Melvin, Natalie Richárd, Jacquelyn Saturno, Justine Ammendolia, France Liboiron, Louis Charron, Charles Mather"																																																																																								
6016035	25199719	"['Brigitte Schaeffer', 'Violaine Nicolas', 'Frederic Austerlitz', 'Catherine Laredo']"	bioRxiv	article	10.1101/188268	2.25	2017-09-13T00:00:00+00:00	2017	9	1	3	0	0.25	0.75	0	4	female	0.98	female	0.98	firstlast	"Brigitte Schaeffer, Violaine Nicolas, Frederic Austerlitz, Catherine Laredo"																																																																																								
6017665	8381774	"['Keurcien Luu', 'Eric Bazin', 'Michael G.B. Blum']"	bioRxiv	article	10.1101/056135	18.25	2016-05-30T00:00:00+00:00	2016	5	2	1	0	0.666666667	0.333333333	0	3	female	0.65	male	0.99	firstlast	"Keurcien Luu, Eric Bazin, Michael Blum"																																																																																								
6019780	3072335	"['Michael Pieck', 'Youxi Yuan', 'Jason Godfrey', 'Christopher Fisher', 'Sanda Zolj', 'Nicholas Thomas', 'Connie Wu', 'Julian Ramos', 'Norman Lee', 'Jennifer Normanly', 'John Celenza']"	bioRxiv	article	10.1101/013821	1.35	2015-01-16T00:00:00+00:00	2015	1	8	3	0	0.727272727	0.272727273	0	11	male	0.99	male	0.99	firstlast	"Michael Pieck, Youxi Yuan, Jason Godfrey, Christopher Fisher, Sanda Zolj, Nicholas Thomas, Connie Wu, Julian Ramos, Norman Lee, Jennifer Normanly, John Celenza"																																																																																								
6019947	35142173	"['Stephanie C Seeman', 'Luke Campagnola', 'Pasha A Davoudian', 'Alex Hoggarth', 'Travis A Hage', 'Alice Bosma-Moody', 'Christopher A Baker', 'Jung H. Lee', 'Stefan Mihalas', 'Corinne Teeter', 'Andrew L Ko', 'Jeffrey G Ojemann', 'Ryder P Gwinn', 'Daniel L Silbergeld', 'Charles Cobbs', 'John Phillips', 'Ed Lein', 'Gabe Murphy', 'Christof Koch', 'Hongkui Zeng', 'Tim Jarsky']"	bioRxiv	article	10.1101/292706	38.8	2018-04-02T00:00:00+00:00	2018	4	18	3	0	0.857142857	0.142857143	0	21	female	0.98	male	0.99	firstlast	"Stephanie Seeman, Luke Campagnola, Pasha Davoudian, Alex Hoggarth, Travis Hage, Alice Bosma-Moody, Christopher Baker, Jung Lee, Stefan Mihalas, Corinne Teeter, Andrew Ko, Jeffrey Ojemann, Ryder Gwinn, Daniel Silbergeld, Charles Cobbs, John Phillips, Ed Lein, Gabe Murphy, Christof Koch, Hongkui Zeng, Tim Jarsky"																																																																																								
6021652	4999109	"['Joshua M Galanter', 'Christopher R Gignoux', 'Sam S Oh', 'Dara Torgerson', 'Maria Pino-Yanes', 'Neeta Thakur', 'Celeste Eng', 'Donglei Hu', 'Scott Huntsmann', 'Harold J Farber', 'Pedro Avila', 'Emerita Brigino-Buenaventura', 'Michael LeNoir', 'Kelly Meade', 'Denise Serebrisky', 'William Rodriguez-Cintron', 'Raj Kumar', 'Jose R Rodriguez-Santana', 'Max Seibold', 'Luisa Borrell', 'Esteban G Burchard', 'Noah Zaitlen', 'Rajessh Kumar']"	bioRxiv	article	10.1101/036822	17.6	2016-01-15T00:00:00+00:00	2016	1	15	8	0	0.652173913	0.347826087	0	23	male	0.99	male	1	firstlast	"Joshua Galanter, Christopher Gignoux, Sam Oh, Dara Torgerson, Maria Pino-Yanes, Neeta Thakur, Celeste Eng, Donglei Hu, Scott Huntsmann, Harold Farber, Pedro Avila, Emerita Brigino-Buenaventura, Michael LeNoir, Kelly Meade, Denise Serebrisky, William Rodriguez-Cintron, Raj Kumar, Jose Rodriguez-Santana, Max Seibold, Luisa Borrell, Esteban Burchard, Noah Zaitlen, Rajessh Kumar"																																																																																								
6022398	16410416	"['Jingyang Zhou', 'Noah C Benson', 'Kendrick Kay', 'Jonathan Winawer', 'Zhou, Jingyang', 'Benson, Noah C', 'Kay, Kendrick', 'Winawer, Jonathan']"	bioRxiv	article	10.1101/108639	8.55	2017-02-14T00:00:00+00:00	2017	2	4	0	0	1	0	0	4	male	0.66	male	1	lastfirst	"Jingyang Zhou, Noah Benson, Kendrick Kay, Jonathan Winawer"																																																																																								
6022853	2425486	"['Peter Acuña Combs', 'Michael B Eisen']"	bioRxiv	article	10.1101/006130	15.498	2014-06-10T00:00:00+00:00	2014	6	2	0	0	1	0	0	2	male	0.99	male	0.99	firstlast	"Peter Acuña, Michael Eisen"																																																																																								
6024928	43286203	"['Junichi Kaneshiro', 'Yasushi Okada', 'Tomohiro Shima', 'Mika Tsujii', 'Katsumi Imada', 'Taro Ichimura', 'Tomonobu M Watanabe']"	bioRxiv	article	10.1101/338137	1.75	2018-06-04T00:00:00+00:00	2018	6	7	0	0	1	0	0	7	male	1	male	1	firstlast	"Junichi Kaneshiro, Yasushi Okada, Tomohiro Shima, Mika Tsujii, Katsumi Imada, Taro Ichimura, Tomonobu Watanabe"																																																																																								
6025712	17392372	"['Martin Morgan', 'Sean R. Davis']"	bioRxiv	article	10.1101/117200	21.75	2017-03-15T00:00:00+00:00	2017	3	2	0	0	1	0	0	2	male	0.98	male	0.99	firstlast	"Martin Morgan, Sean Davis"																																																																																								
6025941	43710874	"['James A Roberts', 'Leonardo L Gollo', 'Romesh Abeysuriya', 'Gloria Roberts', 'Philip B Mitchell', 'Mark W Woolrich', 'Michael Breakspear']"	bioRxiv	article	10.1101/347054	91.75	2018-06-14T00:00:00+00:00	2018	6	5	1	1	0.714285714	0.142857143	0.142857143	7	male	0.99	male	0.99	firstlast	"James Roberts, Leonardo Gollo, Romesh Abeysuriya, Gloria Roberts, Philip Mitchell, Mark Woolrich, Michael Breakspear"																																																																																								
6029046	33866080	"['Vladimir Fonov', 'D. Louis Collins']"	bioRxiv	article	10.1101/275453	3.25	2018-03-02T00:00:00+00:00	2018	3	1	0	1	0.5	0	0.5	2	male	0.99			firstlast	"Vladimir Fonov, D Louis"																																																																																								
6029620	22321823	"['Takafumi Arakaki', 'Gregory Barello', 'Yashar Ahmadian']"	bioRxiv	article	10.1101/167916	15.53	2017-07-24T00:00:00+00:00	2017	7	3	0	0	1	0	0	3	male	1	male	0.98	firstlast	"Takafumi Arakaki, Gregory Barello, Yashar Ahmadian"																																																																																								
6030229	14057667	"['Ranajit Das', 'Priyanka Upadhyai']"	bioRxiv	article	10.1101/089466	2.75	2016-11-25T00:00:00+00:00	2016	11	1	1	0	0.5	0.5	0	2	male	0.79	female	0.98	firstlast	"Ranajit Das, Priyanka Upadhyai"																																																																																								
6030732	18443145	"['Sílvia Bonàs-Guarch', 'Marta Guindo-Martínez', 'Irene Miguel-Escalada', 'Niels Grarup', 'David Sebastian', 'Elias Rodriguez-Fos', 'Friman Sánchez', 'Mercè Planas-Fèlix', 'Paula Cortes-Sánchez', 'Santi González', 'Pascal Timshel', 'Tune H Pers', 'Claire C Morgan', 'Ignasi Moran', 'Juan R González', 'Ehm A Andersson', 'Carlos Díaz', 'Rosa M Badia', 'Miriam Udler', 'Jason Flannick', 'Torben Jørgensen', 'Allan Linneberg', 'Marit E Jørgensen', 'Daniel R Witte', 'Cramer Christensen', 'Ivan Brandslund', 'Emil V Appel', 'Robert A Scott', 'Jian’an Luan', 'Claudia Langenberg', 'Nicholas J Wareham', 'InterAct Consortium', 'The SIGMA T2D Consortium', 'Oluf Pedersen', 'Antonio Zorzano', 'Jose C Florez', 'Torben Hansen', 'Jorge Ferrer', 'Josep M Mercader', 'David Torrents']"	bioRxiv	article	10.1101/112219	13.35	2017-04-02T00:00:00+00:00	2017	4	29	9	2	0.725	0.225	0.05	40			male	0.99	firstlast	"Sílvia Bonàs-Guarch, Marta Guindo-Martínez, Irene Miguel-Escalada, Niels Grarup, David Sebastian, Elias Rodriguez-Fos, Friman Sánchez, Mercè Planas-Fèlix, Paula Cortes-Sánchez, Santi González, Pascal Timshel, Tune Pers, Claire Morgan, Ignasi Moran, Juan González, Ehm Andersson, Carlos Díaz, Rosa Badia, Miriam Udler, Jason Flannick, Torben Jørgensen, Allan Linneberg, Marit Jørgensen, Daniel Witte, Cramer Christensen, Ivan Brandslund, Emil Appel, Robert Scott, Jian an, Claudia Langenberg, Nicholas Wareham, InterAct Consortium, The SGMA, Oluf Pedersen, Antonio Zorzano, Jose Florez, Torben Hansen, Jorge Ferrer, Josep Mercader, David Torrents"																																																																																								
6030779	20587258	"['Tetsuo Tsukamoto', 'Seiji Okada']"	bioRxiv	article	10.1101/142539	8.58	2017-05-26T00:00:00+00:00	2017	5	2	0	0	1	0	0	2	male	1	male	1	firstlast	"Tetsuo Tsukamoto, Seiji Okada"																																																																																								
6031749	39434226	"['Eleanor Sanderson', 'George Davey Smith', 'Frank Windmeijer', 'Jack Bowden']"	bioRxiv	article	10.1101/306209	9.15	2018-04-27T00:00:00+00:00	2018	4	3	1	0	0.75	0.25	0	4	female	0.98	male	0.98	firstlast	"Eleanor Sanderson, George Davey, Frank Windmeijer, Jack Bowden"																																																																																								
6032239	13098841	"['Katherine McJunkin', 'Victor Ambros']"	bioRxiv	article	10.1101/083949	10.184	2016-10-28T00:00:00+00:00	2016	10	1	1	0	0.5	0.5	0	2	female	0.98	male	0.99	firstlast	"Katherine McJunkin, Victor Ambros"																																																																																								
6034148	14864295	"['Zhuoyi Huang', 'Navin Rustagi', 'Degui Zhi', 'Adrienne Cupples', 'Richard Gibbs', 'Eric Boerwinkle', 'Fuli Yu']"	bioRxiv	article	10.1101/095521	4.25	2016-12-19T00:00:00+00:00	2016	12	5	0	2	0.714285714	0	0.285714286	7	male	0.59	male	0.54	lastfirst	"Zhuoyi Huang, Navin Rustagi, Degui Zhi, Adrienne Cupples, Richard Gibbs, Eric Boerwinkle, Fuli Yu"																																																																																								
6034647	12126712	"['Jason Samaha', 'Bastien Boutonnet', 'Gary Lupyan', 'Bradley Postle']"	bioRxiv	article	10.1101/076687	2.75	2016-09-21T00:00:00+00:00	2016	9	4	0	0	1	0	0	4	male	0.99	male	0.99	firstlast	"Jason Samaha, Bastien Boutonnet, Gary Lupyan, Bradley Postle"																																																																																								
